food_name,serving_weight_g,energy_kcal,carbohydrate_g,sugar_g,fat_g,protein_g,calcium_mg,sodium_mg,potassium_mg,magnesium_mg,iron_mg,zinc_mg,cholesterol_mg,trans_fat_g,dm_score,htn_score,dl_score,obe_score,anem_score
쌀밥,210.0,334.8,73.71,0.0,0.45,5.76,3.6,59.4,146.7,,0.36,1.35,0.0,0.0,88.3,100.0,100.0,100.0,59.6
기타잡곡밥,200.0,302.362,65.5211,0.0,0.7462,6.7092,12.06,3.392,166.718,6.9,1.7447,1.8264,0.0,0.0,92.6,100.0,100.0,100.0,73.8
콩밥,200.0,322.9,65.846,0.0,1.666,8.428,24.7,4.1,258.4,22.5,1.74,1.61,0.0,0.0,93.5,100.0,100.0,100.0,74.9
보리밥,200.0,316.1,70.57,0.0,0.14,5.55,6.7,4.5,100.6,0.0,1.26,1.41,0.0,0.0,89.7,100.0,100.0,100.0,67.6
돌솥밥,350.0,528.855,101.85,0.0,8.347,10.187,61.455,618.315,624.32,57.785,3.321,2.582,2.365,0.0,76.2,100.0,100.0,92.0,93.9
현미밥,230.0,351.35,77.8771,0.0,1.1021,6.6576,6.006,42.079,209.326,0.0,1.0507,1.6518,0.0,0.0,86.6,100.0,100.0,100.0,66.9
흑미밥,200.0,318.0,70.29,0.0,0.39,5.44,6.3,4.5,112.9,0.0,1.29,1.35,0.0,0.0,89.8,100.0,100.0,100.0,67.6
감자밥,200.0,308.0,68.64,0.0,0.08,5.68,6.4,5.2,267.6,9.2,1.36,1.4,0.0,0.0,91.0,100.0,100.0,100.0,68.9
곤드레밥,350.0,506.8,108.052,0.0,8.372,14.14,30.324,88.753,815.9235,22.4,1.876,1.778,0.0,0.0,73.7,100.0,100.0,94.0,79.3
김치볶음밥,500.0,656.98,79.29,3.996,5.06,8.74,35.89,1094.91,305.71,1.92,1.06,1.85,76.0,0.0,78.2,82.3,100.0,85.7,68.7
주먹밥,150.0,209.56,36.18,0.0,3.463,6.703,85.432,329.69,179.326,0.0,0.697,0.804,50.13,0.0,100.0,100.0,100.0,100.0,61.6
볶음밥,400.0,687.744,100.328,0.0,19.29,24.458,58.42,1441.42,578.88,14.98,3.294,3.445,309.0,0.0,70.5,71.8,75.5,84.6,98.8
일반비빔밥,500.0,702.996,95.6834,3.44,25.2839,22.5951,96.796,1234.088,742.508,55.8,4.7544,4.1598,40.2,0.0,72.5,89.7,96.2,79.5,100.0
전주비빔밥,450.0,662.192,92.9895,3.44,13.0335,15.8435,65.04,1281.302,450.114,10.839,3.235,2.8635,286.943,0.0,73.0,75.4,79.9,85.5,94.1
삼선볶음밥,400.0,683.617,113.4285,5.094,16.8425,19.2585,119.373,1155.806,640.973,29.67,4.524,3.5695,119.13,0.0,66.7,90.0,99.0,82.0,100.0
새우볶음밥,400.0,634.52,91.62,0.0,17.905,24.115,81.82,1124.628,710.655,17.68,4.1457,2.8176,127.2,0.0,77.8,91.7,98.9,90.5,100.0
알밥,400.0,606.54,92.1,0.0,3.45,15.16,68.6,1647.866,510.41,7.4,3.56,3.3,39.0,0.0,73.1,70.1,100.0,89.5,95.2
산채비빔밥,400.0,495.89,89.6602,0.52,10.9936,10.6633,63.1,1060.778,509.952,38.808,3.5263,2.0534,0.0,0.0,80.9,92.2,100.0,96.4,93.6
오므라이스,450.0,684.986,101.6212,0.0,19.7516,23.1453,81.556,1123.236,788.378,33.71,4.1326,3.666,605.625,0.0,71.9,87.2,70.1,83.8,100.0
육회비빔밥,450.0,661.41,91.7422,2.58,17.5396,32.0013,86.38,1126.6,793.74,33.58,5.9683,6.5294,241.65,0.0,79.1,89.2,86.2,90.5,100.0
해물볶음밥,400.0,659.23,85.1922,0.0,23.7096,22.6813,77.5,951.03,555.36,24.2,4.1283,3.0794,362.4,0.0,79.5,89.9,68.1,85.4,100.0
열무비빔밥,400.0,445.66,90.0322,1.72,3.1596,12.9913,91.06,718.39,708.68,1.29,3.9083,2.6522,12.8,0.0,82.7,100.0,100.0,100.0,97.8
불고기덮밥,500.0,699.96,92.0922,5.99,21.3996,29.3113,45.77,1182.88,764.5,30.22,4.2483,8.7722,72.0,0.0,75.6,88.6,99.8,85.1,100.0
소고기국밥,700.0,331.71,54.93,0.0,4.74,16.04,33.02,1613.21,485.21,,3.61,2.31,25.5,0.0,95.6,69.5,100.0,100.0,94.0
송이덮밥,600.0,600.42,103.57,0.0,14.45,16.28,91.94,1578.85,1313.48,,5.71,4.25,9.54,0.0,68.4,76.8,100.0,88.6,99.6
오징어덮밥,500.0,693.98,83.428,2.688,20.92,40.59,76.77,1497.37,874.96,62.69,3.227,4.626,387.6,0.0,80.8,75.8,70.3,87.4,100.0
자장밥,500.0,729.617,98.078,4.0,24.95,25.758,81.905,1521.85,781.93,32.504,5.701,5.682,36.0,0.0,69.1,77.3,96.3,78.5,100.0
잡채밥,650.0,851.54,125.7,4.0,28.61,21.14,84.11,2251.34,817.08,32.55,4.83,5.896,36.0,0.0,55.7,57.8,90.5,61.3,100.0
잡탕밥,750.0,737.23,100.55,0.0,22.48,29.02,77.6,1922.135,803.73,15.65,4.86,6.224,188.05,0.0,67.3,60.0,87.7,80.3,100.0
장어덮밥,400.0,671.72,103.0364,0.0,19.2362,26.1358,611.12,893.22,785.08,28.6,22.1656,4.746,156.96,0.0,73.5,100.0,94.4,85.9,100.0
제육덮밥,500.0,796.94,95.8,5.4,27.52,37.8,46.04,1375.69,624.95,,6.28,7.17,108.0,0.0,67.2,75.9,92.9,73.6,100.0
짬뽕밥,900.0,696.6878,93.4157,0.0,22.417,41.7955,394.1658,2869.5354,1715.5211,,11.5912,5.5697,304.3,0.0,71.6,57.6,74.8,84.7,100.0
순대국밥,900.0,690.35,34.229,0.0,16.478,17.338,132.855,3418.195,672.91,3.45,9.11,6.622,1480.97,0.0,91.7,55.7,71.1,88.3,96.8
카레라이스,500.0,653.24,92.576,0.0,10.667,13.398,27.9,1108.55,525.62,70.18,1.982,2.655,13.75,0.0,76.1,90.7,100.0,85.4,84.6
전주콩나물국밥,900.0,432.38,88.732,0.0,3.525,12.496,76.88,1753.255,525.79,67.79,2.384,2.368,2.77,0.0,81.1,70.9,100.0,100.0,84.5
해물덮밥,700.0,837.976,100.112,0.0,29.0,51.768,167.536,2117.832,1361.768,34.8,16.632,5.856,293.872,0.0,63.0,55.6,68.8,68.9,100.0
회덮밥,500.0,697.996,101.753,18.405,11.397,42.992,117.12,777.63,1131.35,6.98,3.9,2.672,125.59,0.0,60.4,100.0,100.0,81.5,100.0
소머리국밥,1100.0,891.43,77.058,0.0,40.762,48.943,53.255,970.895,455.78,24.665,1.891,4.22,477.1,0.0,71.7,80.7,53.5,60.7,90.8
돼지국밥,1200.0,811.44,78.284,3.3,36.453,56.755,65.73,1257.67,497.83,57.14,42.954,43.665,734.5,0.0,75.1,76.1,58.0,69.2,100.0
하이라이스,360.0,477.6,84.591,0.0,9.669,7.92,5.94,991.68,251.61,6.6,0.546,1.506,8.574,0.0,82.2,85.6,100.0,97.6,63.1
김치김밥,250.0,377.262,71.804,0.0,4.62,11.449,79.06,967.79,413.86,3.6,1.462,1.957,99.6,0.0,90.0,91.6,100.0,100.0,73.9
농어초밥,250.0,414.78,74.144,6.972,2.367,19.925,54.125,1385.46,479.7,0.0,1.5765,1.6655,43.47,0.0,87.0,77.8,100.0,100.0,77.4
문어초밥,250.0,377.97,71.835,4.98,1.03,16.904,30.2,1420.922,395.09,25.75,1.113,2.523,96.0,0.0,90.0,75.7,100.0,100.0,75.3
새우초밥,250.0,395.54,69.543,2.988,1.206,22.737,73.39,1396.751,372.745,2.6,2.619,2.169,138.33,0.0,91.9,74.8,99.2,100.0,89.4
새우튀김롤,300.0,572.016,81.496,3.996,18.896,21.112,110.82,1512.501,715.82,0.24,3.416,2.492,96.54,0.0,81.2,79.5,100.0,95.0,95.8
샐러드김밥,250.0,422.434,75.8415,0.0,7.508,12.764,45.6585,906.6775,541.328,13.7375,2.147,2.2405,100.5305,0.0,89.2,96.2,100.0,100.0,81.8
광어초밥,300.0,471.664,72.526,5.229,3.206,33.7415,88.071,951.2755,747.0895,1.4,2.956,1.943,126.495,0.0,93.6,97.7,100.0,100.0,96.1
소고기김밥,250.0,425.666,76.0705,0.0,6.636,14.671,64.3295,1477.9845,553.997,12.5195,2.2725,2.6055,99.8725,0.0,86.7,77.2,100.0,100.0,83.6
갈비삼각김밥,100.0,183.18,32.746,0.0,2.595,6.861,14.925,398.119,180.594,4.932,1.159,1.172,12.42,0.0,100.0,100.0,100.0,100.0,66.9
연어롤,300.0,518.58,76.107,0.0,14.719,20.723,64.973,1243.818,665.561,23.577,3.833,2.139,51.732,0.0,87.6,88.4,100.0,100.0,100.0
연어초밥,250.0,451.029,70.868,3.964,5.763,24.94,38.0255,995.03,476.129,0.796,1.687,1.874,54.6,0.0,93.7,90.7,100.0,100.0,82.3
유부초밥,250.0,463.21,78.474,6.765,11.232,12.366,120.18,929.066,291.498,27.276,2.108,2.137,0.0,0.0,86.1,92.8,100.0,100.0,81.7
장어초밥,400.0,486.3484,74.8405,2.0595,12.7349,16.325,132.8281,1291.8051,500.6418,14.5475,2.5158,2.3944,130.4272,0.0,87.5,83.5,99.1,100.0,86.9
참치김밥,250.0,401.224,47.553,0.0,14.587,19.825,57.805,925.731,380.325,15.63,4.523,1.9622,143.67,0.0,100.0,91.4,98.1,100.0,100.0
참치마요삼각김밥,100.0,189.582,31.934,0.0,2.889,8.11,6.98,189.1,69.275,0.0,1.591,0.7718,16.63,0.0,100.0,100.0,100.0,100.0,70.0
치즈김밥,250.0,462.2269,77.125,0.0,8.843,17.1226,137.5233,919.9703,445.7231,10.18,1.4263,2.53,83.02,0.0,89.1,95.8,100.0,100.0,78.3
캘리포니아롤,300.0,468.16,81.22,0.0,9.73,12.8,106.58,1351.96,271.15,3.06,4.95,3.08,28.34,0.0,83.5,75.9,100.0,100.0,98.9
한치초밥,250.0,389.96,77.31,1.74,1.2,13.54,19.98,1153.49,182.25,1.65,1.86,2.54,0.75,0.0,87.0,78.6,100.0,100.0,79.9
일반김밥,200.0,348.87,63.636,0.0,5.424,10.276,41.45,951.32,355.38,3.24,3.398,1.906,69.12,0.0,93.5,89.9,100.0,100.0,90.1
간자장,650.0,807.7368,121.748,6.7932,26.3806,29.2832,124.3488,2347.7712,607.1768,21.248,7.06,2.6116,19.4344,0.0,57.8,57.3,94.3,69.4,100.0
굴짬뽕,900.0,640.774,115.816,1.998,7.759,37.39,196.77,2385.345,1371.885,48.86,14.281,10.337,178.2,0.0,68.6,65.0,95.6,88.3,100.0
기스면,1000.0,645.61,98.302,0.0,11.004,43.517,270.98,2279.524,862.721,11.6,12.271,3.133,341.1,0.0,72.3,59.6,76.1,90.7,100.0
김치라면,650.0,512.2552,80.5656,2.273,20.3385,12.9707,62.7022,2628.288,652.6682,1.495,1.8239,1.2967,15.405,0.0,79.9,60.6,98.8,95.8,71.0
김치우동,800.0,512.712,99.064,0.0,4.736,16.744,247.856,3003.048,725.528,11.2,4.144,1.76,33.44,0.0,72.9,65.7,100.0,95.8,93.6
김치말이국수,600.0,310.377,60.756,2.997,2.469,10.418,105.79,2335.448,453.957,,2.426,1.434,22.23,0.0,90.5,57.4,100.0,100.0,75.5
닭칼국수,900.0,643.097,70.238,0.0,19.587,39.859,110.155,2492.774,913.479,5.775,2.451,1.637,113.772,0.0,85.1,61.7,100.0,94.1,86.1
들깨칼국수,600.0,442.322,76.674,2.398,6.778,17.477,176.467,1695.773,693.312,0.0,2.452,1.075,16.72,0.0,85.6,74.7,100.0,100.0,81.0
떡라면,700.0,672.18,121.083,0.0,17.579,15.451,30.33,2214.356,362.51,0.515,1.594,1.3486,2.344,0.0,61.7,51.8,100.0,80.4,71.1
라면,550.0,509.328,83.168,0.0,17.748,14.077,32.993,1695.501,374.069,0.97,1.226,1.191,2.344,0.0,79.7,64.4,100.0,97.6,68.9
막국수,550.0,566.886,111.302,11.022,5.0875,26.9485,68.896,1828.021,894.768,19.55,3.9275,5.231,37.1,0.0,63.1,68.9,100.0,92.8,100.0
메밀국수,600.0,588.675,120.087,10.162,4.527,25.259,76.058,1962.458,629.124,11.48,3.212,4.64,35.98,0.0,62.4,62.4,100.0,89.8,96.1
물냉면,800.0,579.71,96.403,1.199,9.779,28.784,87.735,2586.1597,1042.885,16.39,7.771,5.6895,178.225,0.0,75.3,61.3,95.4,95.3,100.0
비빔국수,550.0,577.17,114.475,11.015,9.55,16.705,130.69,1628.3,1389.395,7.55,6.27,2.59,0.0,0.0,60.4,76.5,100.0,88.1,98.9
비빔냉면,550.0,594.31,91.492,1.999,9.128,23.699,64.99,1530.57,298.62,12.314,6.434,4.632,31.731,0.0,76.9,69.9,100.0,93.3,100.0
삼선우동,1000.0,692.26,89.195,1.999,10.528,56.1725,216.64,2351.4322,1527.995,68.7435,11.293,5.4695,640.675,0.0,77.3,62.0,74.1,88.7,100.0
삼선자장면,700.0,787.844,111.57,1.999,24.682,38.326,143.37,2791.1097,850.27,41.696,6.669,3.563,162.24,0.0,61.8,59.9,88.4,73.8,100.0
삼선짬뽕,900.0,629.1,89.311,2.997,13.452,39.17,172.14,2825.66,1501.78,,9.819,4.368,249.3,0.0,76.6,59.8,87.1,93.2,100.0
수제비,800.0,622.148,99.217,0.0,6.541,38.529,1054.841,1669.3157,1892.553,46.05,11.102,4.708,209.0,0.0,74.7,76.0,91.9,92.2,100.0
쌀국수,600.0,321.335,46.198,2.198,5.814,21.848,45.016,2032.165,360.686,48.04,3.205,4.894,123.03,0.0,100.0,56.3,100.0,100.0,95.9
열무김치국수,800.0,488.324,81.612,0.0,8.223,21.936,341.36,2587.704,1125.83,1.15,4.448,1.7318,45.144,0.0,82.7,65.1,100.0,100.0,95.6
오일소스스파게티,400.0,626.585,99.244,0.0,16.585,14.675,37.37,968.696,218.39,0.0,3.007,2.3465,0.0,0.0,72.1,85.4,100.0,86.8,89.9
일식우동,700.0,420.793,81.226,0.5,1.739,16.935,88.548,1873.544,371.349,9.342,3.173,0.708,16.202,0.0,83.2,60.1,100.0,100.0,85.8
볶음우동,300.0,377.92,62.259,0.9084,10.81,9.585,50.25,1461.31,637.56,5.73,2.073,1.019,0.0,0.0,91.5,78.8,100.0,100.0,74.8
자장면,650.0,760.8828,134.2891,7.992,23.1648,15.7396,166.6959,2446.9964,1013.844,37.456,5.3253,1.4068,3.08,0.0,56.3,62.5,95.1,69.1,93.5
잔치국수,700.0,564.234,104.665,0.44,6.226,20.262,250.382,1792.226,904.123,3.553,3.773,1.903,167.409,0.0,69.2,70.7,95.3,92.3,95.9
짬뽕,1000.0,650.306,118.544,0.0,13.525,25.525,82.741,3451.368,857.443,32.8,4.605,3.555,105.225,0.0,66.4,62.7,100.0,85.7,100.0
짬뽕라면,750.0,633.34,88.792,0.0,24.628,31.408,127.96,2380.926,1279.06,,11.156,3.84,85.28,0.0,75.1,62.4,99.0,88.5,100.0
쫄면,450.0,622.419,110.852,22.13,6.932,12.358,140.025,1271.545,547.135,19.64,4.192,1.455,0.0,0.0,48.8,85.9,100.0,77.6,95.7
치즈라면,600.0,598.674,83.534,0.0,23.282,23.347,152.409,2425.97,652.327,,3.056,2.993,302.2,0.0,77.4,57.8,74.5,90.5,91.4
콩국수,800.0,623.5,67.116,0.999,20.433,47.802,227.94,875.8391,1343.71,0.0,8.58,5.327,0.0,0.0,91.5,100.0,100.0,95.4,100.0
크림소스스파게티,400.0,825.0615,85.876,0.0,45.3969,19.4428,233.3296,1025.2077,916.2121,,3.2619,2.5522,140.1455,0.0,64.2,91.9,75.5,57.5,95.1
토마토소스스파게티,500.0,642.1776,102.072,0.0,17.3664,20.2224,97.176,1404.8112,1651.296,,5.0928,3.3888,12.648,0.0,69.6,81.8,100.0,87.1,100.0
해물칼국수,900.0,621.1974,124.2099,0.0,4.0107,24.8733,150.0489,2195.0535,887.2173,,10.5444,2.1228,156.774,0.0,65.9,61.8,97.3,86.7,99.0
회냉면,550.0,638.902,131.8955,22.7287,8.778,20.218,122.045,1524.2755,1374.1475,,6.094,3.1405,92.895,0.0,47.7,78.4,100.0,75.7,100.0
떡국,800.0,714.9869,144.0299,0.0,5.3867,21.8622,222.523,2019.2821,610.3986,,4.5152,4.1334,90.802,0.0,62.0,60.2,100.0,78.0,100.0
떡만둣국,700.0,625.347,113.9604,0.0,9.3978,22.7217,150.6477,1999.1163,949.8609,,3.7605,3.2361,298.8114,0.0,65.2,58.2,79.9,87.3,98.9
짜장라면,250.0,409.375,63.775,0.0,14.85,12.0125,63.625,1276.375,490.25,,1.625,0.835,1.5,0.0,92.2,82.0,100.0,100.0,72.1
고기만두,250.0,454.385,55.325,0.0,18.245,18.6575,121.6375,888.8,767.3375,,4.19,3.09,21.0,0.0,99.6,100.0,100.0,100.0,100.0
군만두,250.0,684.42,76.17,0.0,31.175,19.7725,53.3775,983.7025,595.0325,,4.85,2.6575,36.0,0.0,78.4,91.9,92.4,78.9,100.0
김치만두,250.0,424.6424,60.7932,0.0,13.0962,18.4314,91.7306,961.974,1181.7676,,5.5406,2.8158,20.28,0.0,96.8,98.0,100.0,100.0,100.0
물만두,120.0,158.0526,20.4849,0.0,5.842,5.8581,27.6023,269.5197,259.7091,,1.4214,0.7866,7.59,0.0,100.0,100.0,100.0,100.0,67.5
만둣국,700.0,432.621,53.277,0.0,14.924,19.243,163.289,2356.669,1202.838,,5.033,2.135,94.22,0.0,96.3,64.1,100.0,100.0,95.5
게살죽,800.0,554.238,103.5906,0.0,7.626,18.1466,159.9984,1533.9576,857.064,,7.4948,3.3046,40.8688,0.0,70.7,80.0,100.0,92.5,100.0
깨죽,800.0,505.6775,71.131,0.0,18.9406,13.4294,407.8786,1212.2731,186.5923,,6.3163,5.0713,0.0,0.0,87.6,81.1,99.8,98.8,99.7
닭죽,1000.0,1181.71,92.53,0.0,48.18,75.93,116.55,789.79,1290.97,,9.84,5.55,271.44,0.0,61.7,90.2,53.7,45.4,100.0
소고기버섯죽,800.0,573.2374,102.9346,0.0,6.4616,20.5246,31.2502,1263.62,504.505,,2.1976,4.3296,29.315,0.0,72.3,81.9,100.0,92.0,87.2
어죽,800.0,559.2741,90.4673,0.0,6.0753,15.5309,368.7915,1621.2897,450.2113,,4.8279,3.1262,75.768,0.0,75.4,72.7,100.0,93.3,99.0
잣죽,700.0,872.608,153.7851,0.0,20.2943,15.7919,15.3296,850.6253,296.542,,4.2277,4.5225,0.0,0.0,59.8,84.4,94.4,63.0,100.0
전복죽,800.0,587.2914,105.0365,0.0,11.454,14.5748,75.2312,1423.9314,405.9032,,2.3157,2.5315,45.152,0.0,68.5,75.4,100.0,88.7,83.4
참치죽,800.0,658.4604,105.9396,0.0,13.8528,26.0832,63.7806,1264.146,851.6508,,4.9842,2.5428,40.755,0.0,69.6,85.4,100.0,87.2,100.0
채소죽,800.0,514.8324,100.7952,0.0,5.1294,11.8939,227.2623,1211.634,1377.634,,2.7307,2.5149,24.2858,0.0,73.2,92.1,100.0,93.7,86.5
팥죽,600.0,482.652,100.74,4.794,0.564,20.592,90.996,1026.114,940.818,,6.03,5.154,0.0,0.0,77.5,95.8,100.0,99.0,100.0
호박죽,600.0,430.326,111.408,25.776,0.72,8.112,18.174,911.718,1858.902,,1.98,2.58,0.0,0.0,50.8,97.9,99.8,86.5,78.2
콘스프,400.0,280.482,35.372,0.0,14.016,5.822,,1319.462,,,,,40.706,0.0,99.0,68.4,100.0,100.0,52.4
토마토스프,400.0,382.412,12.418,0.0,25.402,18.2,,1544.308,,,,,70.8,0.0,99.3,60.7,96.5,100.0,57.7
굴국,450.0,194.4225,11.4435,0.0,8.649,22.8015,270.9675,1775.97,759.15,,5.724,13.6125,45.0,0.0,100.0,72.7,100.0,100.0,100.0
김치국,450.0,85.9995,13.005,0.0,3.375,6.0345,111.348,1646.1495,580.185,,1.917,1.1745,0.0,0.0,97.4,72.4,100.0,100.0,71.1
달걀국,450.0,193.041,5.3505,0.0,11.1105,16.1865,65.7495,1263.9645,229.572,,2.0835,1.809,641.25,0.0,100.0,71.9,72.7,100.0,80.9
감자국,700.0,220.073,37.009,0.0,2.163,16.996,466.578,1734.152,1855.315,,5.334,2.695,87.78,0.0,99.9,74.1,100.0,100.0,98.5
미역국,500.0,50.165,4.695,0.0,4.35,2.7,112.695,1527.55,658.715,,1.11,0.445,0.0,0.0,97.1,78.2,100.0,100.0,60.9
바지락조개국,550.0,159.247,8.5085,0.0,1.8425,25.828,168.949,1650.847,580.063,,29.4635,2.299,145.2,0.0,100.0,72.5,98.9,100.0,100.0
소고기무국,400.0,125.224,8.136,0.0,4.716,13.512,60.644,1095.184,662.832,,3.988,1.712,28.56,0.0,100.0,91.8,100.0,100.0,96.2
소고기미역국,650.0,154.9275,6.9095,0.0,6.825,20.228,123.383,2006.875,912.73,,3.5685,6.0645,41.34,0.0,100.0,63.1,100.0,100.0,96.0
순대국,800.0,550.664,22.816,0.0,32.936,41.224,125.032,1532.592,592.344,,10.792,4.416,774.768,0.0,96.7,71.9,63.8,92.6,100.0
어묵국,600.0,252.09,37.164,0.0,4.206,22.854,599.25,2022.744,1696.266,,6.774,2.772,100.368,0.0,100.0,65.0,100.0,100.0,100.0
오징어국,500.0,169.035,10.595,0.0,2.355,27.74,81.87,1573.42,810.71,,2.345,2.745,296.4,0.0,100.0,71.8,81.1,100.0,90.2
토란국,250.0,462.97,85.16,0.0,7.0725,23.8875,318.3475,700.67,2625.185,,5.645,2.6925,37.725,0.0,87.4,100.0,100.0,100.0,100.0
탕국,250.0,94.2375,2.575,0.0,4.32,12.0775,286.0475,663.0475,250.6125,,3.5975,1.27,35.475,0.0,100.0,100.0,100.0,100.0,90.9
홍합미역국,650.0,168.883,14.131,0.0,6.4285,19.9875,289.38,2066.272,1549.6845,,11.0955,3.0095,79.625,0.0,100.0,65.0,100.0,100.0,99.4
황태해장국,600.0,184.224,6.39,0.0,7.218,25.212,156.402,1526.82,661.332,,2.19,1.002,91.608,0.0,100.0,79.3,100.0,100.0,83.1
근대된장국,450.0,109.2645,8.136,0.0,3.213,15.309,621.1035,1453.194,1211.004,,6.12,2.367,112.86,0.0,100.0,83.5,100.0,100.0,97.9
